,accept_socket,add_netjob,bind_socket,change_service_config,check_for_debugger,com_create_instance,com_createole_object,com_get_class_object,connect,connect_socket,control_service,copy_file,create_directory,create_file,create_interface,create_key,create_mailslot,create_mutex,create_namedpipe,create_open_file,create_process,create_process_as_user,create_process_nt,create_service,create_socket,create_thread,create_thread_remote,create_window,delete_file,delete_key,delete_service,delete_share,delete_value,destroy_window,download_file,download_file_to_cache,dump_line,enum_handles,enum_items,enum_keys,enum_modules,enum_processes,enum_services,enum_share,enum_subtypes,enum_types,enum_values,enum_window,exit_windows,find_file,find_window,get_computer_name,get_file_attributes,get_host_by_addr,get_host_by_name,get_system_directory,get_system_time,get_userinfo,get_username,get_windows_directory,impersonate_user,kill_process,listen_socket,load_dll,load_driver,load_image,logon_as_user,message,move_file,open_file,open_key,open_mutex,open_process,open_scmanager,open_service,open_url,process,query_value,read_section,read_value,recv_socket,remove_directory,revert_to_self,send_socket,set_file_attributes,set_file_time,set_system_time,set_thread_context,set_value,set_windows_hook,show_window,sleep,start_service,thread,trimmed_bytes,unload_driver,vm_allocate,vm_mapviewofsection,vm_protect,vm_read,vm_write,write_value
862,0,0,0,0,2,10,0,0,0,0,0,37,1,0,0,26,0,14,0,40,16,0,0,0,2,2,0,12,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,143,3,2,85,0,4,23,39,0,1,1,0,5,0,231,0,7,0,0,0,84,199,0,2,2,2,0,5,45,0,21,0,0,0,0,8,0,0,0,51,5,2,2,0,6,0,0,0,0,78,0,0,0
863,0,0,0,0,2,5,0,2,0,2,0,0,0,1,0,0,0,13,0,15,1,0,0,0,4,7,2,4,0,0,0,0,0,0,0,0,732,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,1,0,2,12,2,0,4,0,0,1,0,106,0,2,0,47,0,12,43,0,0,0,0,0,1,35,0,0,34,0,0,12,0,0,0,0,0,4,0,2,0,3,44,0,8,0,25,0,5,0
864,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,56,0,3,0,0,13,0,0,0,0,0,1,0,33,0,1,0,0,0,1,10,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
865,0,0,12,0,12,10,0,1,1,12,0,4,32,25,0,5,0,48,0,39,27,0,0,3,26,32,0,27,14,0,0,0,1,3,6,0,6819,0,0,24,0,4,0,1,0,0,8,8,0,96,2,18,252,0,26,73,4,0,1,11,8,14,0,769,0,22,0,0,7,186,725,6,2,15,7,3,22,1535,0,61,418,0,0,78,10,25,0,1,55,18,0,45,3,38,413,0,1,0,453,1,11,100
866,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,21,0,1,0,0,0,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
867,0,0,6,0,4,3,0,0,0,6,0,3,84,8,0,6,0,36,0,44,10,0,0,0,11,12,6,6,653,1,0,0,6,0,0,0,1861,0,0,5,0,2,0,0,0,0,2,9,0,26,6,10,11,0,11,38,2,0,11,1,6,6,0,209,0,6,0,0,1,106,689,5,2,2,0,6,6,706,0,0,112,69,2,6,1,0,0,0,59,8,0,5,0,12,112,0,24,0,325,0,15,0
868,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,3,0,0,0,0,0,1,0,52,0,2,0,0,0,4,12,0,0,0,0,0,1,12,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,8,0,131,0,5,0
869,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,3,0,0,0,0,0,1,0,54,0,2,0,0,0,4,12,0,0,0,0,0,1,12,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,8,0,121,0,5,0
870,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,6,0,11,1,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,1,4,0,1,0,0,15,0,8,9,0,0,0,1,0,1,0,84,0,2,0,0,0,9,84,0,0,0,0,0,1,231,0,8,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,0,42,0,0,0
871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,0,2,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
872,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,27,0,1,0,0,0,0,13,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
873,0,2,0,2,1,0,0,0,0,0,0,0,1,7,0,11,0,6,0,106,30,0,0,0,0,0,0,5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,1,0,1239,0,0,21,5,0,0,33,0,17,0,549,0,18,0,0,0,147,234,0,0,7,6,0,19,54,0,10,0,0,0,0,19,4,0,0,31,3,1,42,0,18,0,0,0,0,0,0,0,0
874,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,49,0,6,1,0,7,0,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,2,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,0,0,0,36,0,0,0
875,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,0,8,0,0,1,1,0,1,0,26,0,1,0,0,0,0,14,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
876,0,0,0,0,3,6,0,2,0,2,0,0,0,3,0,0,0,22,0,25,2,0,0,0,4,8,2,5,0,0,0,0,0,0,0,0,620,0,0,2,0,0,0,0,0,0,2,4,0,2,0,9,4,0,2,19,8,0,6,0,0,2,0,289,0,8,0,40,0,28,79,1,1,2,2,0,5,91,0,0,29,0,1,10,0,0,0,0,0,6,0,2,0,12,37,0,8,0,167,0,5,0
877,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,3,0,0,0,0,0,1,0,49,0,2,0,0,0,4,12,0,0,0,0,0,1,12,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,8,0,131,0,5,0
878,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,2,0,3,0,0,18,0,0,4,0,0,0,47,0,2,0,54,0,2,0,0,0,56,176,0,0,0,0,0,1,291,0,6,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,32,0,0,0
879,0,0,0,0,2,4,0,2,0,1,0,0,0,0,0,0,0,13,0,10,1,0,0,0,2,9,2,4,0,0,0,0,0,0,0,0,62,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,1,0,1,12,2,0,4,0,0,1,0,106,0,2,0,4,0,11,42,0,0,0,0,0,1,34,0,0,2,0,0,2,0,0,0,0,0,4,0,1,0,4,3,0,8,0,16,0,5,0
880,0,0,6,0,5,2,0,0,0,6,0,3,84,6,0,6,0,45,0,47,10,0,0,0,11,12,8,7,653,1,0,0,6,0,0,0,2245,0,0,5,0,2,0,0,0,0,2,11,0,24,6,11,8,0,11,41,4,0,10,1,6,7,0,211,0,5,0,0,1,98,689,0,1,2,0,6,7,710,0,0,136,69,1,6,1,0,0,0,59,10,0,6,0,11,136,0,32,0,226,0,20,0
881,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,47,0,6,3,0,7,0,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,4,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,0,0,0,36,0,0,0
882,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,50,0,6,6,0,7,0,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,5,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,2,0,0,0,0,36,0,0,0
883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,7,0,0,0,1,0,1,0,24,0,1,0,0,0,1,14,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,25,0,1,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
885,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,0,12,193,0,0,0,0,2,0,6,1,4,0,0,0,20,0,0,0,0,0,4,41,8,0,0,0,0,1,22,0,36,0,0,17,0,0,12,4,0,0,2,0,1,0,107,0,2,0,0,0,20,118,0,39,0,0,0,1,254,0,11,0,0,0,0,7,0,0,0,21,4,1,100,0,3,0,0,0,0,42,0,0,0
886,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,23,0,1,0,0,0,0,7,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
887,0,0,0,0,2,4,0,2,0,1,0,0,0,0,0,0,0,15,0,10,1,0,0,0,2,8,2,4,0,0,0,0,0,0,0,0,62,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,1,0,1,12,2,0,4,0,0,1,0,110,0,2,0,5,0,11,43,0,0,0,0,0,1,35,0,0,2,0,0,2,0,0,0,0,0,4,0,1,0,4,3,0,8,0,16,0,5,0
888,0,0,6,0,4,3,0,0,0,6,0,3,84,8,0,6,0,36,0,44,10,0,0,0,11,12,6,6,653,1,0,0,6,0,0,0,1269,0,0,5,0,2,0,0,0,0,2,9,0,26,6,10,11,0,11,38,2,0,11,1,6,6,0,210,0,6,0,0,1,106,689,1,2,2,0,6,6,706,0,0,75,69,2,6,1,0,0,0,59,8,0,5,0,12,75,0,24,0,337,0,15,0
889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,2,0,1,1,0,0,0,0,2,0,0,28,0,1,0,0,0,3,6,1,19,1,0,0,2,4,0,0,2,0,0,5,0,0,0,0,2,0,0,1,0,1,0,0,2,18,89,0,76,0
890,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,2,0,0,0,0,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,1,5,0,0,12,0,0,0,1,0,1,0,26,1,1,0,0,0,9,28,0,0,0,0,0,2,16,0,0,0,2,0,0,1,0,0,0,1,2,2,0,0,3,0,0,0,0,24,0,0,0
891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,24,0,1,0,0,0,4,15,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
892,0,0,8,0,4,317,0,207,4,8,0,0,7,87,0,5,0,37,0,23,2,0,0,1,14,32,0,36,23,4,0,0,2,54,0,1,1499,0,0,270,0,0,0,0,0,0,8,71,0,16,27,13,133,0,10,57,21,0,3,1,3,2,0,288,0,4,0,0,0,154,1711,6,20,6,4,4,4,1690,1,18,88,1,0,29,22,15,0,0,17,20,4,12,1,23,90,0,0,0,159,0,0,0
893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1,0,2,0,0,9,0,0,0,1,0,1,0,27,0,1,0,0,0,1,17,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0
894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,17,0,1,0,0,0,1,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,0,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,7,0,0,1,0,0,0,0,2,0,11,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,51,0,6,1,0,11,0,0,12,0,0,0,3,0,1,0,80,0,2,0,0,0,12,95,0,0,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,3,0,0,0,0,36,0,0,0
896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,1,1,2,0,0,8,0,0,0,1,0,1,0,30,0,1,0,0,0,1,17,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,5,3,2,0,1,0,0,0,0,0,0,0,0
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,48,0,6,1,0,6,0,0,11,0,0,0,2,0,1,0,80,0,2,0,0,0,12,95,0,0,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,3,0,0,0,0,36,0,0,0
899,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,10,0,0,0,0,0,1,0,26,0,1,0,0,0,2,10,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
900,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,47,0,6,2,0,7,0,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,3,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,0,0,0,36,0,0,0
901,0,0,0,0,1,3,0,0,0,0,0,0,5,6,0,1,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,64,0,3,8,3,54,0,0,14,0,0,0,0,0,1,0,44,0,1,0,0,3,16,15,0,10,0,0,0,1,15,0,40,0,0,0,0,0,2,0,0,2,2,3,0,0,1,0,0,0,0,20,0,0,0
902,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,43,0,18,1,0,0,0,4,26,20,4,1,0,0,0,0,3,0,0,64,0,0,2,2,4,0,0,0,0,2,4,0,10,0,4,5,0,7,9,0,0,14,1,3,2,0,542,0,9,0,0,1,35,73,425,57,1,1,2,15,16,0,2,2,0,1,2,4,1,0,0,20,5,1,337,0,30,2,0,154,0,5499,0,118,0
903,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,49,0,6,4,0,7,0,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,5,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,0,0,0,36,0,0,0
904,0,0,0,0,1,13,0,1,0,0,0,0,0,1,0,0,0,9,0,3,1,0,0,0,0,7,0,13,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,1,18,0,7,3,1,54,0,0,16,0,0,0,2,0,1,0,118,0,2,0,0,0,22,120,1,6,0,0,0,1,247,0,68,0,0,0,0,1,1,0,0,10,2,6,4,0,5,0,0,0,0,56,0,0,0
905,0,0,0,0,2,5,0,2,0,2,0,0,0,1,0,0,0,15,0,15,1,0,0,0,4,7,2,4,0,0,0,0,0,0,0,0,678,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,1,0,2,12,2,0,4,0,0,1,0,108,0,2,0,44,0,12,43,2,0,0,0,0,1,35,0,0,34,0,0,9,0,0,0,0,0,4,0,2,0,3,40,0,8,0,15,0,5,0
906,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,0,8,0,0,1,1,0,1,0,26,0,1,0,0,0,0,14,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
907,0,0,0,0,1,0,0,0,0,0,0,0,6,103,0,0,0,9,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1,186,0,111,0,0,100,0,0,0,0,0,0,0,78,0,1,0,0,0,1,12,0,138,0,0,0,0,10,1,2536,0,0,0,0,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,416
908,0,0,0,0,2,10,0,0,0,0,0,37,1,0,0,26,0,14,0,40,16,0,0,0,2,2,0,12,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,143,3,2,85,0,4,23,39,0,1,1,0,5,0,231,0,7,0,0,0,84,199,0,2,2,2,0,5,45,0,21,0,0,0,0,8,0,0,0,51,5,2,2,0,6,0,0,0,0,78,0,0,0
909,0,0,2,0,1,0,0,0,0,2,0,0,0,18,0,0,0,6,0,2,0,0,0,0,2,1,0,3,0,0,0,0,0,1,0,0,57,0,0,0,0,0,0,0,0,0,0,3,0,68,0,0,56,0,2,16,4,0,0,0,0,1,0,32,0,1,0,0,0,16,11,0,0,0,0,0,0,8,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0
910,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,49,0,6,2,0,6,0,0,12,0,0,0,2,0,1,0,80,0,2,0,0,0,12,95,0,1,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,3,0,0,0,0,36,0,0,0
911,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,0,8,0,0,1,1,0,1,0,26,0,1,0,0,0,0,14,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,7,0,0,0,1,0,1,0,26,0,1,0,0,0,0,14,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,48,0,6,5,0,6,0,0,12,0,0,0,2,0,1,0,80,0,2,0,0,0,12,95,0,3,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,0,0,0,36,0,0,0
914,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,7,0,5,1,0,0,0,2,6,2,3,0,0,0,0,0,0,0,0,26,0,0,4,0,0,0,0,0,0,1,1,0,6,0,6,3,0,3,13,0,0,2,0,3,1,0,65,0,1,0,0,0,14,511,1,0,2,1,1,2,534,0,0,1,0,0,1,0,0,0,0,14,2,0,0,0,2,1,0,8,0,65,0,5,0
915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,8,0,0,0,0,0,1,0,33,0,1,0,0,0,1,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,1,0,0,0,0,0,0,0,0
916,0,0,0,0,2,5,0,2,0,2,0,0,0,1,0,0,0,13,0,15,1,0,0,0,4,7,2,4,0,0,0,0,0,0,0,0,748,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,1,0,2,12,2,0,4,0,0,1,0,107,0,2,0,47,0,12,43,0,0,0,0,0,1,35,0,0,37,0,0,10,0,0,0,0,0,4,0,2,0,3,45,0,8,0,25,0,5,0
917,0,0,6,0,5,3,0,0,0,6,0,3,84,8,0,6,0,38,0,44,10,0,0,0,11,12,6,6,653,1,0,0,6,0,0,0,1701,0,0,5,0,2,0,0,0,0,2,10,0,26,6,10,11,0,11,38,2,0,11,1,6,6,0,224,0,6,0,0,1,106,689,5,2,2,0,6,6,706,0,0,102,69,2,6,1,0,0,0,59,8,0,5,0,12,102,0,24,0,375,0,15,0
918,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,3,0,0,0,0,10,1,0,0,0,0,1,0,71,0,2,0,0,0,4,15,0,1,0,0,0,3,10,0,0,0,1,0,0,2,2,0,0,0,2,2,2,0,4,0,0,0,0,10,0,0,0
919,0,0,6,0,5,2,0,0,0,6,0,3,84,6,0,6,0,43,0,47,10,0,0,0,11,11,8,7,653,1,0,0,6,0,0,0,2181,0,0,5,0,2,0,0,0,0,2,11,0,24,6,11,8,0,11,41,8,0,10,1,6,7,0,212,0,5,0,0,1,98,689,2,1,2,0,6,7,710,0,0,132,69,1,6,1,0,0,0,59,10,0,6,0,11,132,0,32,0,208,0,20,0
920,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,47,0,6,2,0,7,0,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,3,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,0,0,0,36,0,0,0
921,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,1,0,7,2,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,4,0,0,0,0,0,2,0,100,0,4,0,0,0,11,18,0,1,4,2,0,2,7,0,0,0,0,0,5,1,0,0,0,1,0,0,10,2,9,0,0,0,0,0,0,0,0
922,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,49,0,6,5,0,7,0,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,5,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,0,0,0,36,0,0,0
923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,7,0,0,0,1,0,1,0,24,0,1,0,0,0,0,14,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0
924,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,27,0,1,0,0,0,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,22,0,0,0
925,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,2,0,3,0,0,10,0,0,0,1,0,1,0,24,0,1,0,0,0,1,17,0,1,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0
926,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,48,0,6,4,0,7,0,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,4,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,2,0,0,0,0,36,0,0,0
